GISID,CALENDAR_YEAR,STATE_ROUTE,LOC_ROAD_NAME_RMS,INTERSECTION_FROM,SEGMENT_FROM,OFFSET_FROM,INTERSECTION_TO,SEGMENT_TO,OFFSET_TO,MUNICIPALITY_NAME1,MUNICIPALITY_NAME2,MUNICIPALITY_NAME3,LEG_DIST_1,LEG_DIST_2,LEG_DIST_3,SENATORIAL_DIST_1,SENATORIAL_DIST_2,CONG_DISTRICT,PLANNED,COUNTY,CNT_CODE,NLF_ID,NLF_B,NLF_E,PRIORITY,NOTES,SR,LIMITS_FROM,LIMITS_TO,MCD,BIKE_PROPOSED,BIKE_NOTES,BIKELTS_EXIST,BIKELTS_IMP,LTS_PRIORITY,PRIORITY_NOTES,PROPOSAL_SOURCE,PROJECTNUM,LETDATE,STARTWORK,CONSTRUCTIONRE,MCD_INTEREST,MCD_CONTACT,DVRPCSCREENING,PENNDOTSCREENING,DISMAINTENANCE,DATECOMMUNICATION,DATARECEIPT,DATEISSUANCE,DESIGNER,DATEASSIGNED,DATECOMPLTED,PENNDOTNOTS,COUNTYNOTES,BCGPNOTES,ISACTIVE,LASTUPDATE,SEG_REGI_PRIO,SEG_COUNTY_PRIO,SEG_PUB_PRIO,FACILITYIMP,PENNFEASISCREEN,PENNFEASISCREENNOTE,DATELETTER,OUTREACHNOTE,DVRPCNOTES,ADMINSELECTED,ALTERFUNDSTREAM,FUNDOPPORTNITY,FUNDNOTES,BATCHNUM,STRIPINGCOMPLETE,STRIPINGREVIEW,SIGNALREVISED,HASSIGNAGE,SIGNAGECOMPLETE,STRIPINGSHARE,OUTREACH_PRIORITIZED,SHORTCODE,LONGCODE,CHANGECODE,SOURCE,PROJECTECMS,ESTQUANTITIES,BFL_FROM,BFL_TO,SIGNALASSIGE,SIGNALCOMPLETED,NOTIFYCOUNTY 
2079,2023,32,RIVER RD,Ferry St,360,0,Trib. Of Delaware River / Bridge Culvert,500,2516,NEW HOPE,SOLEBURY,PLUMSTEAD,,,,,,,7.79,Bucks,9,,,,0,,,,,,Sharrows,"I recommend sharrows from the southern endpoint at Ferry St., through New Hope Borough, to the towpath entrance at the camelback bridge over the Delaware Canal, approximately 0.85 miles north. Speed limit is low here, and this would provide good on-street access to the canal towpath and in-borough bike circulation. At the towpath entrance, consider orienting the chevron part of the sharrow to guide cyclists onto the towpath trail. (See NACTO’s Shared Lane Markings “optional” guidance for details: https://nacto.org/publication/urban-bikeway-design-guide/bikeway-signing-marking/shared-lane-markings/) I also recommend continental crosswalks across River Road at Ferry Street, Bridge Street, and Parry Street. This may already be done (it’s unclear from Street View), and should be maintained if so. (I assume the Borough already maintains these?)
Maintain the existing sharrows on either side of the US-202 interchange. 
Consider a continental crosswalk and “shark teeth” yield markings at the Lumberville-Raven Rock pedestrian bridge in Lumberville, where there is a lot of pedestrian activity. It may be worth asking Solebury Twp. if there’s a better location than right next to the bridge.
 ",0,0,N/A,,N/A,,,,,N/A," New Hope Boro - Peter Gray, Manager (pgray@newhopeborough.org); Plumstead Twp - Angela Benner, Manager (abenner@plumstead.gov); Solebury Twp - Dennis Carney, Manager (dcarney@soleburytwp.org)",,,, ,,,,,, , Not a priority given adjacent D&L Towpath Trail although on-road facilities within New Hope Borough might be helpful., ,Yes,2021-09-13 14:24:20,No,No,Yes,Yes,N/A,, , , Already LTS 2; neighboring off-road path.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,No,003203600500,00320360000005002516,0,5-year plan 2020-2024,,,,,,,
2145,2023,2006,NEW FALLS RD,Middletown / Bristol Twp. Line,70,0,Tyburn Rd / SR 2020,120,2795,FALLS,BRISTOL,,,,,,,,2.65,Bucks,9,,,,0,,,,,,"Buffered bike lanes, conventional bike lanes, sharrows"," This one is complicated, but could be a huge win for cyclists of all ages: 
Heading north, between County Way and Red Cedar Dr., buffered bike lanes are feasible. This 700’ segment would connect a library and other Township buildings to a neighborhood and an off-street multi-use trail. 
Between Red Cedar Dr. and Appletree Dr., the ROW narrows to about 29’, enough for 10’ drive lanes and 4.5’ bike lanes. Even though this parallels the multi-use trail I recommend striping this segment for bike lanes because there is a crosswalk at Appletree Dr., which would provide safer access to the multi-use trail than an uncontrolled intersection. Alternatively, a new crosswalk at Red Cedar Dr. would provide a safe crossing to the multi-use trail. 
The trail continues north, ending at Appletree Pl., where I recommend a crosswalk to return bike traffic back on-street. Continuing north to Penn Valley Rd./Hood Blvd., existing shoulders are wide enough for buffered bike lanes. This intersection needs special attention, as it’s got several turn movements, and gets heavy youth pedestrian traffic from the adjacent Pennsbury High School (3000+ students). Fixing this intersection (especially if you could work with Falls Twp. on safe bike lanes on Hood Blvd.) would be a huge win for users of all ages.
North to Thornridge Pass, the road is wide enough for 5-6’ conventional bike lanes, if the center turn lane shrinks to approximately 9’. The shoulders disappear from roughly Thornridge Pass to Vermillion Dr. Technically, sharrows would work for this 1000’ segment, though I would recommend signage and possibly yield markings where bike lanes end. North of Vermillion Dr. existing shoulders are wide enough for buffered bike lanes. I recommend intersection crossing markings north across Tyburn Rd. to get cyclists to/from Fallsington. ",0,0,N/A,,N/A,,,,,N/A,"Bristol Twp - Randee Elton, Manager (relton@bistoltownship.org); Falls Twp - Matt Takita, Manager (m.takita@fallstwp.com)",,,, ,,,,,, ," Connects to SEPTA Bus Routes 127, 128. Intersects with Spine #3 - State Route 2053 from Bucks County Bike Plan", Levittown Road Network. Should be considered for a road diet.,Yes,2021-09-13 14:24:38,No,No,Yes,Yes,N/A,, , , LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,200600700120,20060070000001202795,3,5-year plan 2020-2024,,,,,,,
2261,2023,2020,NEW TYBURN RD,Cedar Ln,40,0,New Bold Rd / Bridge,40,3244,FALLS,,,,,,,,,0.61,Bucks,9,,,,10,,,,,,N/A, Four-lane road with high speeds and high truck volumes. Not appropriate for bike facilities.,0,0,N/A,,N/A,,,,,N/A," Falls Twp - Matt Takita, Manager (m.takita@fallstwp.com)",,,, ,,,,,, , Four lane road with high speeds so not conducive to bike facilities. Not a priority in any local or county plans. Doesn't extend all the way to ECG/D&L Trail. High percentage of truck traffic (27%), ,No,2021-06-09 09:28:00,Yes,No,No,No,N/A,, , , Top 10% and connection to transit.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,202000400040,20200040000000403244,4,5-year plan 2020-2024,,,,,,,
2334,2023,2036,TYSON AV,Edgehill Rd / SR 2034,10,0,Edgehill Rd / SR 2034,30,2041,ABINGTON,,,,,,,,,1.45,Montgomery,46,,,,0,,,,,,bike lanes,not feasible south of Ardsley Ave. new curb bumpouts might be in the way of eastbound bike lane in some locations. some parking may need to be removed ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ," Entire stretch on Bike Montco plan. Should be coordinated with Edgehill treatment.

MPMS #57865 just rebuilt Tyson & Edgehill Roads.", Connects to the Ardsley SEPTA station. 30 MPH. Road is narrow. Traffic seems moderate - could use traffic calming.,Yes,2021-06-15 15:27:16,No,Yes,Yes,Yes,N/A,,,, LTS 1,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,203600100030,20360010000000302041,3,5-year plan 2020-2024,,,,,,,
2250,2022,413,NEWTOWN LANGHOR,357' N og Gilliam Ave,220,0,Swamp Rd / SR 2036,310,2743,LANGHORNE,NEWTOWN,MIDDLETOWN,,,,,,,3.79,Bucks,9,,,,0,,,,,,"Buffered bike lanes, conventional bike lanes, sharrows","No facilities recommended between Swamp Rd. and Richboro Rd.
Great Newtown-to-Langhorne connector with good school, employer, and park access is possible on the longer segment:
South from PA-332, roadway is 38’-40’ wide, buffered bike lanes (5’bike lane, 2-3’ buffer, depending on ROW width) and 12’ vehicular lanes are feasible. Vehicular lanes could also narrow to 11’ to discourage speeding. At Pennswood Village Dr./Tollgate Rd., there should be enough width to drop to 5’ conventional bike lanes, and preserve existing turn lanes, as long as they’re narrowed to 10.5’-11’. 
South to Alberts Way the ROW is wide enough for 5-6’ conventional bike lanes (depending on total ROW width) and 11’ vehicular lanes. At Alberts Way, there is a curbed left-turn lane which narrows the southbound ROW to 14’ Since this is a very short stretch, it is probably acceptable to narrow the SB bike lane to 4’, or at least stripe a shoulder without a bike legend. The St. Mary Medical Center entrance intersection needs a more focused design, but some things to consider: St. Mary’s is a big employer who may appreciate bike commute access; and there are trail entrances here to Core Creek Park.
Continuing south to Heatons Mill Rd., the ROW varies between 42’ and 46’ wide, with a large NB shoulder and no SB shoulder. I recommend a 10’ center turn lane, 11’-12’ vehicular lanes, and 5-6’ conventional bike lanes, depending on total ROW width. South to Bridgetown Pike, the ROW is wide enough for 5’conventional bike lanes, expanding to buffered bike lanes (5-6’ bike lane, 3’ buffer) as you approach Bridgetown Pike.
South of Bridgetown Pike, existing shoulders are generally wide enough for 5-6’ conventional bike lanes. I recommend keeping vehicular lanes to 11’ through this segment. There is a major pinch point at the CSX rail bridge. Speeds are probably high, but a dashed ending to the bike lane and sharrows approaching the underpass could be effective. South to Watson Ave. the ROW is 35-36’ wide, so 11’ vehicle lanes and 6-7’ bike lanes are feasible as you enter Langhorne.
",0,0,N/A,,N/A,,,,,N/A,"Middletown Twp - Stephanie Teoli Kuhls (steoli@middletowntwp@org) / Langhorne Boro - Christine Schoell (manager@langhorneborough.com) / Newtown Twp - Micah Lewis, Manager (micahl@newtownpa.gov) ",,,, ,,,,,, , Portio in Newtown Twp not an option. Portion in Middletown Twp & Langhorne Boro is a major spine as identified as 2 - State Route 0513/0413. Intersects with future Neshaminy Greenway Trail. Provides access to Core Creek County Park. Intersects with Bucks County Bike Plan major spine 4 - State Route 0332., Connects to future Neshaminy Creek Trail corridor; Langhorne grid segment,No,2021-09-07 14:25:51,No,Yes,Yes,Yes,No," No bicycle facilities feasible between Swamp Rd. and Richboro Rd. 

From PA-332 to southern end of corridor, bike lanes do not appear feasiblle due to high ADT, speeds and also the presence of tunnel at Penns Ave.
", , , LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,041302200310,04130220000003102743,4,5-year plan 2020-2024,,,,,,,
2254,2022,2022,LINCOLN HW,Stony Hill Rd / SR 2069,11,0,Bridge St / SR 0032,41,3355,FALLS,,,,,,,,,0.79,Bucks,9,,,,40,,,,,,Buffered bike lanes,"Beginning at the western end, a connection is possible to Stony Hill Road, which offers access to a lot of Lower Makefield Township. The bridge under the rail yard is a major pinch point, but worth taking a look at in the future. Heading east, existing shoulders are wide enough for a generous buffered bike lane in each direction (6-7’ bike lanes with 2-3’ buffers). It looks like the shoulders are occasionally used for on-street parking up to Makefield Rd., which may be something to check in with the Township about. Please see DVRPC’s guidance for bike/ped facilities at expressway interchanges (https://www.dvrpc.org/Reports/19025.pdf) when looking at the Woolston Dr./Lincoln Hwy/Route 1 onramp. 
East of W. Trenton Ave, the road has excess lane capacity. I’d recommend reducing to a single vehicle lane per direction, and buffered bike lanes can be included as part of a narrowing strategy. There aren’t a ton of bikeable destinations here at the moment, but there’s no reason not to do a safe lane, and it could become useful if the large commercial/industrial parcels here ever get redeveloped. 
East of 981 Lincoln Hwy., the road becomes a limited-access highway, and shouldn’t include bike facilities.
 ",0,0,N/A,,N/A,,,,,N/A," Matthew Takita, Manager   m.takita@fallstwp.com",,,, ,,,,,, , Not identified in any county or municipal plans including Bicycle Master Plan. Does not connect to anything. High traffic volumes. Would only envision some possibilities west of Route 13/Pine Grove Rd  interchange., ,Yes,2021-05-27 16:06:07,Yes,No,Yes,Yes,N/A,, , , Portions in top 40-50%.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,202200110041,20220011000000413355,4,5-year plan 2020-2024,,,,,,,
2107,2021,13,TENTH ST,Delaware State Line,11,0,Walnut St / Morton Ave / SR 2028,71,1092,MARCUS HOOK,CHESTER CITY,,,,,,,,1.16,Delaware,23,,,,10,,,,,,Enhance existing facility markings," LTS: 3,4
AADT: South: ~7500, North: ~13000
Speed Limit: 35, reduces to 25 in Marcus Hook and Highland Ave. segment

There are already buffered bike lanes in both directions from the state line to Green St. intersection. Changes to share the road, until the bike lanes pick back up at the Church St. intersection. The lanes head off of the segment at the Price St. intersection.

I believe the north segment of US-13 has too high volume for conventional bike lanes, and parking and intersection configuration makes buffered or parking-protected bike lanes difficult. I recommend enhancing or adding markings (sharrows in Marcus Hook, dashed bike lane edgelines through intersections) and exploring a parallel route with less traffic to add bike facilities.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , ,"ECG notes from Daniel Paschall: Shawn Megill-Legendre has led the coordination with DelDOT and PennDOT to ensure continuous bike lanes across the state border into Marcus Hook. It would also be great to get bike lanes installed going from Marcus Hook into Chester, from Price St to Highland Ave. See the Circuit Trails map for that segment as ""Planned"". Also, it looks like only sharrows would be able to fit within the right-of-way for downtown Marcus Hook, Green St to Church St, but that would still be an improvement (also ""Planned"" on the Circuit Map).",Yes,2021-01-06 09:24:29,Yes,Yes,Yes,Yes,Yes,"Maintaining existing bicycle facilities is recommended. North bound lane, need to ensure plans reflect tie in with DelDOT's bike lanes as discussed with DVRPC & DelDOT. Prefer to add double white lines for bike lanes where there is parking on street. The installation of sharrows from Green St to Church St in Marcus Hook appears feasible to connect the existing bike lanes north and south of this segment. Bike lanes are possible over Markus Hook Creek Bridge, butthere is at least one parking spot impact in WB direction, just west of the bridge at the intersection with Walnut.  

North of Price St, the existing bike lane terminates.  The roadway width from Price St to Highland Ave width varies from 30' to 36'. Installation of bike lanes appears feasible from Price St to Harwick St. 

On W 4th St from Harwick St to Highland Ave and on Highland Ave, roadway width appears to be 36' with on-street parking heavily utilized on both sides, therefore removal of parking for bike lanes not recommended along this segment. The installation of sharrows appears feasible along this segment.

On W 9t St from Highland Ave to Engle St, ADT = 11,000 and roadway width appears to be 36' with one travel lane in each direction and on-street parking either restricted or not heavily utilized. Installation of bike lanes appears feasible along this segment. Access to Memorial Park seems to be better served by utilizing a local road (W 7th St or W 6th St) insead of W 9th St (SR 13) due to high traffic volume. 

North of Engle St, roadway width generally appears to be 36' with one travel lane in each direction and on-street parking. On-street parking appears to be heavily utilized in most areas along this segment. Therefore, removal of on-street parking and installation of bike lanes not recommended. Installation of sharrows not feasible due to volumes/speed limit.",,, Also trail/transit connectivity priority. ,Y,N/A,,,2021-1,N/A,N/A,N/A,N/A,,,N/A,001300110071,00130011000000711092,0,5-year plan 2020-2024,,,,,,,
2319,2023,291,INDUSTRIAL HW,320' E of Eddystone Industrial Ct,115,0,Stevens Dr.,181,3043,EDDYSTONE,TINICUM,RIDLEY,,,,,,,3.23,Delaware,23,,,,0,,,,,,N/A," LTS: 4
AADT: ~9,000 (west end) ~14,000 (east end)
Speed limit: 35

This is an important connection- there has been a lot of interest from the East Coast Greenway and multiple concepts developed (Michael Baker Alignment Study and Delaware County East Coast Greenway Implementation Plan) that call for a sidepath parallel to SR 291. I echo that recommendation, so as far as on-roadway alternatives are concerned, no improvements are feasible.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"Segment is Primary Route on County Bike Plan. County urges PennDOT to include any bicycle-friendly improvements that it can. County has requested that DVRPC add 291 in Chester, Eddystone, and Ridley to its Long Range Plan for traffic calming and bike/ped safety improvements. Road is currently signed as on-road East Coast Greenway and will be seeking locations for off-road multiuse trail along 291. PennDOT team doing 291 drainage project at Boeing is discussing how ECG can be fit in after drainage swales are installed.", part of the East Coast Greenway; very close to linking to the Eddystone Station on the Newark/Wilmington Line; grid of Tinicum Township; part of the 2009 Delco Bike Plan,No,2021-05-28 16:47:59,No,Yes,Yes,No,N/A,,,, ,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,029101150181,02910115000001813043,3,5-year plan 2020-2024,,,,,,,
2055,2022,4017,LINFIELD TRAPPE,Lewis Rd / SR 4022,12,0,Township Line Rd / SR 4014,52,3059,LIMERICK,,,,,,,,,2.18,Montgomery,46,,,,0,,,,,,N/A, Majority of this corridor is too narrow for bike lanes,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,"All of this segment is on Bike Montco as a Collector Rural/Scenic. The majority of it is 22' wide, where there are sidewalks the cartway is 21' w/ 6' wide shoulder next to the sidewalk and a nominal shoulder opposite, this is a 2150' stretch; then continues 21' wide down to Township Line Road. While on Bike Montco only a short stretch of the 2.17 miles is appropriate for a bicycle treatment."," Close to SRT, but narrow 40mph road. Not suitable.",No,2021-06-02 13:57:16,No,Yes,No,No,N/A,,,, LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,401700120052,40170012000000523059,0,5-year plan 2020-2024,,,,,,,
2078,2022,2043,BROWNSVILLE RD,Street Rd / SR 0132,24,0,Bristol Rd / SR 2025,40,3579,BENSALEM,BENSALEM,,,,,,,,1.49,Bucks,9,,,,20,,,,,,N/A," The roadway is not consistently wide enough for bike lanes, though the existing shoulders do leave some space for bikers, so please maintain the existing white shoulder stripe location. Speed limit is technically feasible for sharrows (35mph) but this segment would not connect any better bike facilities, so I would not recommend sharrows. Please restripe existing crosswalk at Philadelphia Ave.",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Connection to Trevose Station. Doesn't connect to any other existing or proposed trails. Proximate to the Poquessing Creek Trail currently in various stages of development within Philadelphia. ," Connects to Trevose Station on West Trenton Line, part of Trevose grid; link to future Neshaminy Creek Greenway",No,2021-06-11 08:58:26,Yes,No,Yes,No,N/A,,,,  Portions in top 20-40%. Connections to transit.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,204300240040,20430024000000403579,0,5-year plan 2020-2024,,,,,,,
2109,2023,1002,MANOA RD,Eagle Rd / SR 1005,10,0,Mont. Co. Line,60,2072,HAVERFORD,,,,,,,,,2.42,Delaware,23,,,,10,,,,,,Bikeable shoulder from Darby Rd. to NHSL bridge," LTS: 3
AADT: ~8000
Speed limit: 35

Varied cross section in the western part of the segment. It seems a bit more residential east of Darby Rd. A consistent bikeable shoulder could help calm traffic and provide a route to the NHSL stop. I would not recommend sharrows for any portion of the segment given the speeds/volumes, and bike lanes will not fit, so this is the best than can be done given the context.",0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, , Not on County Bike Plan.,Penfield NHSL station; connects to in-progress Newtown Square Branch Trail and the future Forge to Refuge Trail,Yes,2021-09-13 14:27:27,Yes,No,Yes,Yes,N/A,, , ," Portions in top 10%; connections to transit, schools, and trails.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,100200100060,10020010000000602072,0,5-year plan 2020-2024,,,,,,,
2087,2021,4031,RIDGE PK,Second Ave / SR 0029,100,0,578'W of Limerick Center Rd,230,2893,TRAPPE,COLLEGEVILLE,UPPER  PROVIDENCE,,,,,,,6.03,Montgomery,46,,,,0,,,,,,"Bike lanes with supplemental sharrows, pending analysis of TWCTL","Speed limit 30mph. Primarily 34' wide. East of 5th Ave., two travel lanes and intermittent on-street parking. West of 5th, primarily two travel lanes, no parking, two-way center turn lane, or two lanes with no marked parking. 

Bicycle lanes in both directions, buffered where space allows are feasible west of 5th Street if the TWCTL is not needed (high-volume driveways and side streets are limited), with a notable gap near Township Line Road (sidewalks are available here). Sharrows east of 5th Street would bridge the gap to Perkiomen Trail.",0,0,N/A,,N/A, ,,,,Yes, ,,,,12/14/2020,09-MAR-21,,,,, ,"
This is our shared #1 Priority for 2021 along with all of High Street in Pottstown (Project # 2088 & Project #516).  

•	Bike Montco Network Priority Route!!

Collegeville: 2nd Ave / SR 0029 to 150 Feet West of 10th Ave
•	Immediate - Climbing bike lane to 3rd Ave, Sharrows to 4th.  Bike lane in both directions from 4th to 10th Aves (drop at intersections and use sharrows).
•	Long-Term - Lower Speed limit to 25mph. Bike lane the whole distance.
•	Note - Recently installed traffic calming bumpouts will complicate bike lane retrofit but are workable.

Trappe: 150 Feet West of 10th Ave to East Linfield Road
•	Immediate - >=5 foot bike lane in both directions (drop at intersections and use sharrows).
•	Long-Term - Lower 35 mph zone to 30 mph, move 45 mph zone to west of East Linfield Trappe Road.

Upper Providence: East Linfield Road to Township Line Road
•	Immediate - 3 lane section:  Narrow travel & center lanes to 11 feet or less for bike lanes >= 6 feet.  5 lane section: Reevaluate 5 to 7 lanes with ADT 14,641.  
•	Long-Term - Barrier protected bike lane on each side of the street.
•	Note - Much could be done in New Providence section if RTO / Bike Lane was permitted by AASHTO.

Limerick: Township Line Road to 578 Feet West of Limerick Center Drive
•	Immediate - Narrow travel & center lanes for bike lanes >= 6 ft.  Skip area between Limerick Rd and Village Way (undergoing major reconstruction).  
•	Long-Term - Lower 40mph limit in Limerick Village to 30 mph.  
•	Note – Limerick Greenway Plan acknowledges prior County plan for a bike route on SR 4031.
", ,Yes,2021-03-25 05:50:34,No,Yes,Yes,Yes,Yes," Speed limit = 30 MPH east of Center Ave, 35 MPH from Center Ave to Cherry Ave, 45 MPH from Cherry Ave to Sunset Rd and 40 MPH west of Sunset Rd.  East of  SR 113 ADT = 10,000 and Trucks =  8%.  West of SR 113 ADT generally varies between 14,000 to  17,000 and  Trucks generally vary between 3% to 7%.          
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Elimination of TWLTL would require analysis, which is outside of scope of this project.  Sharrows appear feasible west of 10th Ave subject to county approval as the ADT is high (>10,000 vpd) .                                                                                                                                                                                                                                                                                                                                                     

From 10th Ave to Linfield Rd, roadway width appears to be at least 35' and  5' bike lanes appear feasible.  In the areas with turning lanes, bike lanes would need to be dropped and continued through with sharrows.            

From Linfield Rd to Kline Rd, roadway width appears to be approx 45' with one travel lane in each direction and a TWLTL.  It appears feasible to narrow travel lanes and TWLTL to 11' each and install 6' bike lanes in each direction.                 

Bicycle facilities do not appear feasible from Kline Rd to approx 800' west of Aldi shopping center driveway due to roadway cross section and high ADT/speeds.               

From approx 800' west of Aldi shopping center driveway to approx 1200' east of Limerick Rd, roadway width appears to be approx 45' with one travel lane in each direction and a TWLTL.  It appears feasible to narrow travel lanes and TWLTL to 11' each and install 6' bike lanes in each direction.   Continuing to Limerick Rd, roadway width is approx 40' with 12' travel lanes in each direction with 8' shoulders with on-street parking permitted.  If bike lanes were installed in this area, on-street parking would need to be restricted. 

Lewis Rd has a new roundabout now.  County notes indicate area from Limerick Rd to Village Way is undergoing major reconstruction.  West of Village Way, bicycle facilities do not appear feasible due to roadway cross section and high ADT/speeds.       

Additional details from Fran 2/25/21:
Sharrows starting at 9th Avenue just to get past the intersection auxiliary lanes then transition to full bike lanes for approx. 1300’ then back to sharrows to get by the shopping center’s auxiliary lane and continue with those sharrows through the 113 intersection.  Then transition back to a bike lane and continue westward. 

Use the same sharrow treatment to get by other auxiliary lanes west of 113. 

Unfortunately, we cannot allow the sharrows to continue east of 9th St due to the high ADT and 3 lane section by the College then parking within Collegeville.  So the bike facility will end at 9th St but that does connect it to Ursinus College.   If the desire is to connect to the Perkiomen Trail consideration should be given to evaluating if 9th Avenue has a low enough ADT for sharrows to be placed directing cyclists to use it to access the Perk Trail at 29 and 9th. ", ," Limerick
SENDING THE LETTER
1.1 miles of expected bicycle lanes from west of Township Line Rd to roughly Turtle Creek GC / Waltz Golf Farm
Want bike lanes for the entirety in their township if possible (i.e., Limerick Rd. to Rupert Rd., even beyond the repaving limits)
Do not want to remove parking in Limerick Village (McLaughlin Rd. to Limerick Rd.) 
Hoping to get bike lanes west of Limerick Rd. if they can fit somewhere

Upper Providence
SENDING THE LETTER
.75 miles of expected bicycle lanes from Linfield-Trappe Rd. to Kline Rd.
 
Trappe
SENDING THE LETTER
1.3 miles of expected bicycle lanes from Linfield-Trappe Rd. to the Collegeville border

Collegeville
NO LETTER
Not willing to remove the center turn lane between 5th Ave. and 9th Ave.
Will reach out to PennDOT separately with a formal request to add on-street parking between 4th and 5th Aves.", ,Y,N/A,,,2021-1,N/A,N/A,N/A,N/A,,,Yes,403101000230,40310100000002302893,0,5-year plan 2020-2024, ,, , , ,,
2311,2022,2029,FOURTH AV,Tinicum Island Rd / SR 2002,10,0,Governor Printz Bl / SR 0291,10,3037,TINICUM,,,,,,,,,0.58,Delaware,23,,,,0,,,,,,Sharrows," LTS: 3
AADT: ~2,500
Speed limit: 25

Sharrows are suitable here given low volumes and speed.",0,0,N/A,,N/A,,,,,Yes," David Schreiber, Township Manager",,,,09/20/2021,,,,,, , Segment is a Tertiary Route on County Bike Plan.,"Connects to the ECG; Tinicum Township grid; part of Delco Bike Network (2009 plan, PDF pg 23: https://www.delcopa.gov/planning/pubs/bikeplan/bicycle_plan.pdf)",Yes,2021-12-03 13:47:42,No,Yes,Yes,Yes,Yes, Sharrows are feasible in this segment,12/03/2021, Email requested decision on maintenance of bike facility markings; attached FAQ document, Potential connection to transit.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,Yes,202900100010,20290010000000103037,3,5-year plan 2020-2024,,,,,,,
2058,2023,2021,JENKINTOWN RD,Township Line Rd / SR 0073,10,0,Limekiln Pk / SR 0152,110,3219,JENKINTOWN,UPPER DUBLIN,ABINGTON,,,,,,,4.4,Montgomery,46,,,,10,,,,,,N/A, sharrows maybe in some places but roadway is narrow and fast,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , This entire stretch of Jenkintown Road is in Bike Montco as a Minor Arterial.  Cartway widths range from 21'-30' with little or no shoulders and sidewalks on one or both sides in most areas.  Not a likely candidate for bicycle treatment. On-street parking present in certain areas.," Connects to the Ardsley SEPTA station. 35 MPH, High traffic volume. Roads are 28 feet wide.",No,2021-06-15 15:32:09,Yes,Yes,Yes,No,N/A,,,," Entire segment a regional priority; portions could serve as connections to trails, transit, and schools.",Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,202100100110,20210010000001103219,0,5-year plan 2020-2024,,,,,,,
